index,question,value,response
800,What was the GHG emissions/average FTE in metric tons CO2e/average FTE for the year 2023?,1.82,1.82
801,What was the total energy consumption in terajoules for the year 2022?,6011,6011.00
802,How much total energy consumption in terajoules was recorded in 2023?,5854,5854.00
803,What were the gross direct greenhouse gas emissions (Scope 1) in tonnes of CO2 equivalent for the year 2022?,1.91,1.91
804,What were the gross indirect greenhouse gas emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2023?,1.11,1.11
805,What was the total greenhouse gas emissions market-based in tonnes of CO2 equivalent for the year 2022?,3.03,3.03
806,What were the gross other indirect greenhouse gas emissions (Scope 3) in tonnes of CO2 equivalent for the year 2023?,9.18,9.18
807,What were the indirect emissions to attain the SBT in tonnes of CO2 equivalent for the year 2022?,8.98,8.98
808,What is the targeted percentage decrease in Scope 1 and 2 greenhouse gas emissions by 2030?,42,42.00%
809,What is the goal for the percentage decrease in Scope 3 greenhouse gas emissions from relevant categories by 2030?,12.3,12.30%
810,What percentage of remaining Scope 1 and 2 greenhouse gas emissions will be offset by 2030?,100,100.00%
811,What were the Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2023?,3,3.00
812,What was the Scope 3 greenhouse gas emissions from relevant categories in million metric tons of CO2 equivalents in 2022?,8.98,8.98
813,How much was the offsetting of remaining Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2023?,0.6,0.60
814,What was the change between 2023 compared to base year of the Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents?,-20.2%,-0.76
815,What was the change between 2022 compared to base year of the Scope 3 greenhouse gas emissions from relevant categories in million metric tons of CO2 equivalents?,1.8%,0.16
816,How much is the percentage of target attainment for the offsetting of remaining Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2023?,20%,20.00%
817,How much is the percentage of target attainment for the offsetting of remaining Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2022?,14.9%,14.90%
818,What is the 2030 target of the Scope 3 greenhouse gas emissions from relevant categories in million metric tons of CO2 equivalents?,-12.3%,8.44
819,What is the 2030 target of the Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents?,-42%,2.18
820,What were the Scope 1 and 2 greenhouse gas emissions in 2022 (million metric tons of CO2 equivalents)?,0.39,0.39
821,How much water was used in 2023 (million cubic meters)?,6.78,6.78
822,What was the total amount of waste generated in 2022 in tons?,178,178.00
823,What was the total amount of waste generated in 2023 in tons?,231,231.00
824,What was the percentage of electric and electronic waste recycled in 2022?,99,87%
825,What was the percentage of electric and electronic waste recycled (WEEE) in 2021?,98,98.00%
826,What was the percentage of electric and electronic waste recycled (WEEE) in 2019?,99,98.00%
827,What percentage of renewable energy was used in 2023?,79,79.00%
828,What was the percentage of renewable energy coverage in 2022?,78,78.00%
829,What percentage of renewable energy was utilized in 2021?,94,94.00%
830,What was the percentage of renewable energy coverage in 2020?,71,71.00%
831,What was the total energy consumption in 2023 (MWh)?,71218,71218.00
832,How much energy was consumed in 2022 (MWh)?,82766,82766.00
833,How many EACs were acquired in 2023?,31102,31102
834,What was the number of EACs acquired in 2022?,37000,37000
835,What percentage of renewable energy was reported in 2023?,84,84%
836,What was the share of renewable energy in 2022 (%)?,84,84.00
837,What was the share of renewable electricity in 2023 (%)?,89,89.00
838,How much renewable electricity was reported in 2022 (%)?,90,90.00
839,What is the number of environmental certifications in 2023?,37,37.00
840,What is the number of environmental certifications in 2022?,37,37.00
841,What is the number of environmental certifications in 2021?,35,35.00
842,What is the number of environmental certifications in Europe in 2023?,15,15.00
843,What is the number of environmental certifications in the Americas in 2022?,12,12.00
844,What is the number of environmental certifications in Asia in 2021?,9,9.00
845,What was the value of Gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,4178,4178.00
846,What was the value of Gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2023?,2808,2808.00
847,What was the value of Gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for the year 2023?,21094,21094.00
848,What was the total Gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2023?,179523,179523.00
849,What was the GHG emissions intensity ratio for the organization in the year 2023 (%)?,98,98.00%
850,What’s the total emissions in tCO2eq in 2023?,186894,186894.00
851,How much was the carbon intensity per employee in 2023 (tCO2eq/employee)?,8.1,8.10
852,How much was the carbon intensity per employee in 2022 (tCO2eq/employee)?,8.2,8.20
853,How many tonnes of carbon credits were obtained during the year 2023 (tCO2eq)?,673,673.00
854,How many tonnes of carbon credits were obtained during the year 2022 (tCO2eq)?,671,671.00
855,How much was the carbon intensity per employee in 2023 (tCO2eq/employee)?,8.1,8.10
856,How much was the carbon intensity per employee in 2022 (tCO2eq/employee)?,8.2,8.20
857,How many carbon credits were acquired during the year in 2023 (tCO2eq)?,673,673.00
858,How many carbon credits were acquired during the year in 2022 (tCO2eq)?,671,671.00
859,What was the total weight of waste generated in tons in 2023?,931.3,931.30
860,How much ordinary waste was generated in tons in 2022?,1274,1274.00
861,What is the weight of electrical and electronic waste (WEEE) in tons for the year 2023?,57.3,57.30
862,What percentage of electrical and electronic waste was recycled in 2022?,99,99.00%
863,What is the total weight of waste generated in 2023 in tons?,931.3,931.30
864,How much ordinary waste was generated in 2023 in tons?,874,1704.00
865,What was the weight of collected electric and electronic waste in 2023 in tons?,57.3,57.30
866,What percentage of electric and electronic waste was recycled in 2022?,99,87%
867,What was the total weight of waste generated in 2022 in tons?,1321.5,1321.50
868,How much weight of ordinary waste was generated in 2022 in tons?,1274,1274.00
869,What was the weight of collected electric and electronic waste in 2022 in tons?,47.5,57.30
870,What percentage of electric and electronic waste was recycled in 2021?,98,87%
871,What is the total weight of waste generated in 2021 in tons?,24.3,24.30
872,How much weight of ordinary waste was generated in 2019 in tons?,-,-
873,What was the weight of collected electric and electronic waste (WEEE) in 2019 in tons?,38.9,77.00
874,What percentage of electric and electronic waste was recycled in 2019?,99,87%
875,What was the percentage increase in carbon intensity (Scope 1 and 2) compared to the 2019 baseline in 2023?,-34,34.00
876,What was the status of exiting thermal coal in 2023?,Ongoing,Ongoing
877,What was the status of reducing carbon intensity in underwriting in 2023?,Ongoing,Ongoing
878,What was the status of exiting thermal coal and oil sands in underwriting in 2023?,Ongoing,ongoing
879,What was the status of increasing premium volume for renewable energies and green technologies in 2023?,Ongoing,yes
880,What was the status of restricting oil and gas extraction project insurance in 2023?,Introduced,yes
881,What was the percentage increase in GHG emissions compared to the 2019 baseline in 2023?,-34,34.00%
882,What was the status of optimizing energy consumption in operations in 2023?,Ongoing,Ongoing
883,What was the status of increasing the use of renewable energy sources in operations in 2023?,Ongoing,Ongoing
884,What was the total amount of steel produced in 2023 in tonnes?,15134,15134.00
885,How many tonnes of copper were produced in 2022?,10226,10226.00
886,What is the production quantity of aluminium in 2021 measured in tonnes?,8988,8988.00
887,How many tonnes of glass were produced in 2023?,1693,1693.00
888,What was the production of dielectric oil in 2022 in tonnes?,1096,1096.00
889,What is the amount of vegetable oil included in the total dielectric oil production for 2023 in tonnes?,376,376.00
890,How many tonnes of porcelain were produced in 2022?,466,466.00
891,What was the total production of polymers in 2021 in tonnes?,508,508.00
892,What was the group’s total consumption in GJ for the year 2023?,908186.3,908186.30
893,What was the group’s total consumption in GJ for the year 2022?,928277.4,928277.40
894,What was the group’s total consumption in GJ for the year 2021?,936980.8,936980.80
895,What was the total consumption in GJ for Terna in the year 2023?,793077.6,793077.60
896,What was the total consumption in GJ for Terna in the year 2022?,806399,806399.00
897,What was the total consumption in GJ for Terna in the year 2021?,812033.5,812033.50
898,What was the total direct consumption of energy in g joules for the year 2023?,101301.6,101301.60
899,How much diesel for motor vehicles was consumed in g joules in 2022?,83755.1,83755.10
900,What is the amount of petrol for motor vehicles used in g joules for the year 2021?,1382.5,1382.50
901,How much jet fuel for helicopters was consumed in g joules in 2023?,16682.1,16682.10
902,What was the fuel oil for heating and generators consumption in g joules in 2022?,4547.2,4547.20
903,What is the natural gas for heating consumption in g joules for the year 2021?,3505,3505.00
904,How much energy has been indirectly consumed in 2023 in GJ?,691776,NaN
905,How many lines were involved as bird deterrents in the year 2023?,92,92.00
906,What was the total number of deterrents installed in 2022?,17445,17445.00
907,Can you tell me the number of lines involved as bird deterrents in 2021?,81,81.00
908,What is the total number of deterrents installed in 2023?,17638,17638
909,How many total deterrents were installed in the year 2021?,16977,16977.00
910,What is the length in kilometers of lines impacting on protected areas in 2023?,7253,7253.00
911,How many kilometers of lines impacted protected areas in 2022?,6830,6830.00
912,What was the length in kilometers of lines impacting on protected areas in 2021?,7110,7110.00
913,What percentage of total lines operated by Terna had an impact in 2023?,10.6,10.60
914,What was the percentage of total lines operated by Terna with an impact in 2022?,9.3,9.30
915,What was the impact percentage of total lines operated by Terna in 2021?,10.5,10.50
916,What were the group’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2023?,77588.9,77588.90
917,What were the group’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2022?,76505.6,76505.60
918,What were the group’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2021?,73203.7,73203.70
919,What were terna’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2023?,71724.8,71724.80
920,What were terna’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2022?,72477.1,72477.10
921,What were terna’s gross direct GHG emissions in tonnes of CO2 equivalent for the year 2021?,68942,73203.70
922,What was the amount of leakages of sulphur hexafluoride in 2023 in tonnes of CO2 equivalent?,63956.2,63956.20
923,How much were the leakages of sulphur hexafluoride recorded in 2022 in tonnes of CO2 equivalent?,64732.5,64732.50
