index,question,value,response
832,What were the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2022?,8.3,36.59
833,How much were the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2022?,0.07,0.69
834,What is the total amount of gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2022?,28.22,64.81
835,What was the reduction in GHG emissions as a direct result of reduction initiatives in tonnes of CO2 equivalent for the year 2023?,-0.12,-0.12
836,What were the gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for the year 2022?,0.69,36.59#0.69
837,What were the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2023?,24.97,24.97#1.87#23.14#0.61#5.88
838,What were the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for the year 2023?,8.25,8.25
839,What were the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2023?,0.05,0.05
840,What were the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for the year 2022 without market based measures?,28.27,28.27
841,What were the gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for the year 2023?,0.67,0.67
842,What is the change in percentage of other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent between 2022 and 2023?,-11.5,0.1152
843,What was the change of gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent between 2022 and 2023?,-0.6,36.59#33.27
844,What was the change of gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent between 2022 and 2023 (%)?,-2.9,"-28.6#28.6 |

"
845,What was the change of gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent between 2022 and 2023 (%)?,-28.6,-28.6
846,What was the change of gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent between 2022 and 2023 without market based measures (%)?,-11.2,25.09#28.27
847,What was the total GHG emissions in 2021 measured in million metric tons of CO2e?,40.23,40.23
848,What was the GHG emissions from DHL Group in 2021 in million metric tons of CO2e?,39.36,39.36
849,What was the GHG emissions from Hillebrand Group in 2021 in million metric tons of CO2e?,0.87,0.87
850,What was the amount of logistics-related GHG emissions in million t CO2e for the year 2019?,33.2,No answer in the response
851,How many thousand t CO2e were due to realized decarbonization effects in 2021?,728,728
861,What is the value of gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for Germany?,16717,16717
862,What are the gross indirect GHG emissions (Scope 2) location-based in tonnes of CO2 equivalent for Germany?,52768,No answer in the response
863,What is the gross indirect GHG emissions (Scope 2) market-based in tonnes of CO2 equivalent for Germany?,7883,52768
864,How much are the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for Germany?,37630,37630#16717
865,What is the total GHG emissions in tonnes of CO2 equivalent for Germany?,62230,17418
866,What are the gross direct GHG emissions (Scope 1) in tonnes of CO2 equivalent for other countries?,701,No answer in the response
867,What is the gross indirect GHG emissions from energy consumption (Scope 2) location-based in tonnes of CO2 equivalent for other countries?,6599,7599
868,What is the gross indirect GHG emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for other countries?,4984,7883#4984
869,How much are the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for other countries?,8676,52229
870,What is the total GHG emissions in tonnes of CO2 equivalent for other countries?,14361,14361
871,What is the total GHG emissions in tonnes of CO2 equivalent for both Germany and other countries?,76591,76785
872,What is the gross indirect GHG emissions (Scope 2) location-based in tonnes of CO2 equivalent for both Germany and other countries?,59367,52768#6599
873,What is the gross indirect GHG emissions (Scope 2) market-based in tonnes of CO2 equivalent for both Germany and other countries?,12867,7883#4984
874,How much are the gross other indirect GHG emissions (Scope 3) in tonnes of CO2 equivalent for both Germany and other countries?,46306,62230#8676#14361
875,What are the GHG emissions (Scope 1) in tonnes of CO2 equivalent for both Germany and other countries?,17418,"16717#701 |

#### and its corresponding scale is: none"
876,What is the CO2 reduction pathway percentage for consumer loans in 2023?,57,44.4 kg CO2e /m EUR
877,What is the CO2 reduction pathway percentage for project financing/corporate loans and investments in 2023?,74,64.9g CO2e /kWh
878,"What is the CO2 reduction pathway percentage for corporate loans in 2023 related to commercial real estate, commercial use?",67,67%
879,"What is the CO2 reduction pathway percentage for corporate loans in 2023 related to commercial real estate, residential?",57,57%
880,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for iron and steel?,36,36%
881,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for cement?,23,0.8
882,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for automotive manufacturing?,31,148g CO2e /pkm
883,What is the CO2 reduction pathway percentage for corporate loans and investments in 2023 for aviation?,22,22%
884,What was the CO2 emissions intensity for steel in 2023?,1.2,1.2 t CO2e /t steel
885,What was the CO2 emissions intensity for cement in 2023?,0.8,0.8 t CO2e /t cement
886,What was the CO2 emissions intensity for automotive manufacturing in 2023?,148,148g CO2e /pkm
887,What was the CO2 emissions intensity for aviation in 2023?,785,No answer in the response
888,"What was the CO2 emissions intensity for commercial real estate, residential in 2023?",36.9,No answer in the response
889,"What was the CO2 emissions intensity for commercial real estate, commercial use in 2023?",89,64.9g CO2e /kWh
890,"What was the CO2 emissions intensity for commercial real estate, commercial use in 2021?",87.4,87.4 kg CO2e /m2
891,"What was the CO2 emissions intensity for commercial real estate, residential in 2021?",36.6,No answer in the response
892,What is the CO2 emissions intensity for energy in 2023?,64.9,64.9g CO2e /kWh
893,What is the CO2 emissions intensity for energy in 2021?,97.3,97.3g CO2e /kWh
894,What was the total energy consumption in Gwh for the year 2023?,33.09,33.09
895,How much energy was consumed from renewable sources in Gwh in 2022?,21.99,No answer in the response
896,What is the amount of energy consumed from non-renewable sources in Gwh for the year 2023?,10.9,10.9
899,What is the energy consumption per revenue in MWh/EUR m for the year 2022?,7.99,7.99#4163
900,What is the energy consumption per average FTE in MWh for the year 2023?,4.53,4.53
901,What is the amount of gross direct greenhouse gas emissions (Scope 1) in metric tons for 2023?,1683,1683
902,How many metric tons of gross indirect greenhouse gas emissions from energy consumption (Scope 2) were reported in 2023?,918,918
903,What is the total amount of gross other indirect greenhouse gas emissions (Scope 3) in metric tons for 2023?,10685,10685#27%
904,"What was the total emissions (Scope 1, 2 and 3) in metric tons for the year 2023?",13285,No answer in the response
905,What is the amount of emissions from employee commuting in metric tons for 2023?,3185,No answer in the response
906,How many metric tons of emissions were generated from business travel in 2023?,4653,No answer in the response
907,What is the amount of emissions from fuels and energy-related activities not included in Scope 1 or 2 in metric tons for 2023?,2835,2835
908,What is the amount of emissions from waste from operating processes in metric tons for 2023?,12,12
909,What is the amount of emissions from stationary heating in metric tons for 2023?,349,349
910,What is the amount of emissions from electricity in metric tons for 2023?,409,918#13285
911,What is the amount of emissions from district heating and geothermal energy in metric tons for 2023?,509,13285#509
912,What is the amount of emissions from emergency power supply in metric tons for 2023?,26,26
913,What was the operational emissions (Scope 1 and 2) in metric tons for the year 2023?,2600,2600
914,What were the GHG emissions in metric tons CO2e for the year 2023?,13285,No answer in the response
917,What is the GHG emissions/revenues ratio in metric tons CO2e/EUR m for the year 2022?,2.74,2.74
918,What was the GHG emissions/average FTE in metric tons CO2e/average FTE for the year 2023?,1.82,1.82
919,What was the total energy consumption in terajoules for the year 2022?,6011,6011
920,How much total energy consumption in terajoules was recorded in 2023?,5854,5854
921,What were the gross direct greenhouse gas emissions (Scope 1) in tonnes of CO2 equivalent for the year 2022?,1.91,1.91
922,What were the gross indirect greenhouse gas emissions from energy consumption (Scope 2) market-based in tonnes of CO2 equivalent for the year 2023?,1.11,3
923,What was the total greenhouse gas emissions market-based in tonnes of CO2 equivalent for the year 2022?,3.03,3.03
924,What were the gross other indirect greenhouse gas emissions (Scope 3) in tonnes of CO2 equivalent for the year 2023?,9.18,3
925,What were the indirect emissions to attain the SBT in tonnes of CO2 equivalent for the year 2022?,8.98,8.98
929,What is the targeted percentage decrease in Scope 1 and 2 greenhouse gas emissions by 2030?,42,42%
930,What is the goal for the percentage decrease in Scope 3 greenhouse gas emissions from relevant categories by 2030?,12.3,12.3%
931,What percentage of remaining Scope 1 and 2 greenhouse gas emissions will be offset by 2030?,100,100%
935,What were the Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2023?,3,3.00#42#53
936,What was the Scope 3 greenhouse gas emissions from relevant categories in million metric tons of CO2 equivalents in 2022?,8.98,8.98
937,How much was the offsetting of remaining Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2023?,0.6,0.60
938,What was the change between 2023 compared to base year of the Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents?,-20.2%,3.00 - 3.76
939,What was the change between 2022 compared to base year of the Scope 3 greenhouse gas emissions from relevant categories in million metric tons of CO2 equivalents?,1.8%,8.98 - 8.82
940,How much is the percentage of target attainment for the offsetting of remaining Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2023?,20%,0.60
941,How much is the percentage of target attainment for the offsetting of remaining Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents in 2022?,14.9%,14.9%
942,What is the 2030 target of the Scope 3 greenhouse gas emissions from relevant categories in million metric tons of CO2 equivalents?,-12.3%,8.44#12.3%
943,What is the 2030 target of the Scope 1 and 2 greenhouse gas emissions in million metric tons of CO2 equivalents?,-42%,100%#-42%#3.76#2030
